1 2 3 4 5
0.0007712107 0.0008771625 0.0008550656 0.001004409 0.0007466643
0.0008144774 0.0007679017 0.0007642063 0.0008284012 0.0007754344
0.0008562751 0.0007798407 0.0008122666 0.0008105384 0.0008211528
0.0008215011 0.0007808636 0.0007442985 0.0008133696 0.0007749264
0.000780659 0.0007857466 0.0007831476 0.0008302297 0.00080882
0.0007844287 0.0008133721 0.0008392347 0.0007992168 0.000808212
0.0007352532 0.0008121636 0.0008072083 0.000741497 0.0008238677
0.0007824977 0.0007977711 0.000809468 0.0007622465 0.0007718222
0.0007758979 0.0008830515 0.0007936711 0.0008457481 0.0008000497
0.0007361413 0.0008106299 0.0007671506 0.0008147353 0.0007364786
0.0008879282 0.0007782942 0.0008465007 0.0007882717 0.0007846026
0.0007478802 0.0007745214 0.0008311954 0.0007900776 0.0008130549
0.0007435505 0.0008016402 0.0008252031 0.0008262727 0.0007712551
0.0008359683 0.0008264925 0.0008423867 0.0008182023 0.0007464075
0.0007589542 0.0007657497 0.0008015795 0.0009040645 0.0007652088
0.0009213901 0.0008592841 0.0009033485 0.0009330976 0.0008116102
0.000814152 0.000755071 0.0008301952 0.0008285318 0.0007918418
0.0009044016 0.000805369 0.0008769521 0.0007862152 0.0007763693
0.0007399402 0.0008339665 0.0008850715 0.000764837 0.0008499303
0.0008345521 0.0008426554 0.0007556703 0.0008338351 0.0007745537
0.0007804083 0.0008276029 0.0007895895 0.0007593885 0.000811037
0.0008019328 0.0007962003 0.0008253829 0.000796473 0.0008406523
0.000828782 0.000871491 0.000837462 0.0007909045 0.0007988345
0.0007771929 0.000629632 0.000695365 0.0007129566 0.0007087667
0.000674589 0.000752579 0.0007257204 0.0006274328 0.0006774861
0.0007315919 0.0006826612 0.0006705873 0.0006860341 0.0006726044
0.0007205549 0.0007176273 0.0006908907 0.0006872947 0.0006866792
0.0006691496 0.0006622326 0.0006967824 0.0007604378 0.0006797331
0.0007695115 0.0007136283 0.0007110021 0.0006994908 0.0006851936
0.000678969 0.0007195436 0.0006579737 0.0007190742 0.0006919632
0.000717619 0.0006580499 0.0007352279 0.0007108882 0.0008008952
0.0006325735 0.0006819136 0.0008679348 0.0007167693 0.000726242
0.0006716314 0.000781951 0.000753853 0.00093271 0.0006353806
0.0007151355 0.0006606124 0.0006490426 0.0007161234 0.0006635752
0.0007490324 0.00066721 0.0007074245 0.0007050036 0.0007141055
0.0007241738 0.0006655282 0.0006378452 0.0006993525 0.0006629736
0.000680625 0.0006664109 0.0006717795 0.0007300037 0.000691955
0.0006668584 0.0007076565 0.0007400032 0.0006836318 0.0006904967
0.0006195219 0.0007089485 0.0006950826 0.0006374732 0.0007203698
0.0006765927 0.0007055413 0.0007143072 0.0006545705 0.0006769303
0.0006650292 0.0007967554 0.0006908747 0.0007513589 0.0007002263
0.0006318572 0.000708843 0.000660859 0.0007185955 0.0006328876
0.0007957069 0.000665703 0.0007457487 0.0006792272 0.0006708755
0.0006296444 0.0006629794 0.0007287446 0.0006860267 0.0007108162
0.0006336004 0.0006983986 0.0007159691 0.0007293621 0.000661162
0.000730651 0.0007148284 0.0007362021 0.0007134548 0.0006410161
0.0006436051 0.0006617597 0.0006985792 0.0008036017 0.0006535153
0.0008427868 0.0007665033 0.0008252821 0.0008431797 0.0007123935
0.0007095215 0.0006419287 0.0007331993 0.0007300132 0.0006829398
0.000805817 0.0007009687 0.0007733783 0.0006855767 0.0006639637
0.0006315097 0.0007275638 0.0007847689 0.0006547169 0.0007597861
0.0007342155 0.0007478906 0.0006415503 0.0007265914 0.0006594974
0.0006712476 0.0007096238 0.0006762888 0.000649741 0.000705406
0.0006915329 0.0006900949 0.0007308539 0.0006945902 0.0007336767
0.0007251897 0.000776554 0.0007508446 0.0006851837 0.0006955965
